user_id,prd_id,title,ranking
Angola,Cereal,Cereal,4985
Italy,Snacks,Snacks,7725
Turkey,Baby Food,Baby Food,1916
United Kingdom,Snacks,Snacks,7094
Mauritania,Clothes,Clothes,9827
Botswana,Beverages,Beverages,8713
Bhutan,Office Supplies,Office Supplies,9381
Saint Kitts and Nevis ,Vegetables,Vegetables,9494
Guinea,Household,Household,3744
Serbia,Fruits,Fruits,8853
Yemen,Cereal,Cereal,8578
Slovenia,Household,Household,8703
East Timor,Beverages,Beverages,2048
Qatar,Fruits,Fruits,3459
Monaco,Fruits,Fruits,4817
Serbia,Fruits,Fruits,34
Chad,Clothes,Clothes,51
Bulgaria,Beverages,Beverages,7843
Zimbabwe,Cereal,Cereal,3413
Cambodia,Cosmetics,Cosmetics,8799
Spain,Office Supplies,Office Supplies,3067
Vietnam,Household,Household,7317
Tajikistan,Snacks,Snacks,9677
Spain,Clothes,Clothes,310
Democratic Republic of the Congo,Cereal,Cereal,6408
Thailand,Personal Care,Personal Care,7194
Portugal,Clothes,Clothes,8923
Estonia,Cereal,Cereal,9881
Guinea,Baby Food,Baby Food,5386
Botswana,Beverages,Beverages,2786
Denmark,Baby Food,Baby Food,6461
Kiribati,Office Supplies,Office Supplies,2823
Kyrgyzstan,Office Supplies,Office Supplies,5313
Iraq,Snacks,Snacks,9406
Vietnam,Snacks,Snacks,7606
Chad,Cereal,Cereal,4449
Vanuatu,Meat,Meat,1503
South Korea,Clothes,Clothes,2366
Bosnia and Herzegovina,Meat,Meat,7669
Kazakhstan,Cosmetics,Cosmetics,72
Tonga,Meat,Meat,9267
Republic of the Congo,Household,Household,6979
Oman,Cereal,Cereal,1963
Hungary,Baby Food,Baby Food,5004
Moldova ,Personal Care,Personal Care,3919
The Bahamas,Beverages,Beverages,8558
Belarus,Baby Food,Baby Food,5800
Maldives,Clothes,Clothes,4557
Equatorial Guinea,Cereal,Cereal,770
Tonga,Household,Household,2414
Kiribati,Vegetables,Vegetables,4494
Cuba,Personal Care,Personal Care,4044
Croatia,Cereal,Cereal,5134
Luxembourg,Cosmetics,Cosmetics,3861
United States of America,Vegetables,Vegetables,3355
Armenia,Clothes,Clothes,8778
Belize,Snacks,Snacks,2322
Syria,Personal Care,Personal Care,8211
Mexico,Cosmetics,Cosmetics,7698
Dominican Republic,Meat,Meat,4072
Uganda,Personal Care,Personal Care,7648
Sudan,Cosmetics,Cosmetics,775
Czech Republic,Cosmetics,Cosmetics,2835
Zimbabwe,Cereal,Cereal,5236
Cote d'Ivoire,Personal Care,Personal Care,6423
Equatorial Guinea,Fruits,Fruits,6868
Belarus,Meat,Meat,4077
Saint Vincent and the Grenadines,Personal Care,Personal Care,7585
Norway,Baby Food,Baby Food,3960
Morocco,Snacks,Snacks,1801
Seychelles ,Vegetables,Vegetables,6738
Morocco,Office Supplies,Office Supplies,6430
Romania,Cereal,Cereal,5572
Republic of the Congo,Vegetables,Vegetables,887
Monaco,Beverages,Beverages,6129
Bhutan,Personal Care,Personal Care,7085
Kuwait,Cereal,Cereal,6572
Saint Vincent and the Grenadines,Snacks,Snacks,9438
Macedonia,Meat,Meat,7564
Montenegro,Meat,Meat,4861
Indonesia,Cereal,Cereal,2271
Moldova ,Household,Household,2767
Oman,Vegetables,Vegetables,6355
Zimbabwe,Fruits,Fruits,5071
Latvia,Meat,Meat,7982
Norway,Beverages,Beverages,6187
Syria,Personal Care,Personal Care,7815
Nigeria,Cereal,Cereal,3028
Burundi,Vegetables,Vegetables,9018
Thailand,Beverages,Beverages,5009
Tanzania,Office Supplies,Office Supplies,7255
Honduras,Fruits,Fruits,4044
Bosnia and Herzegovina,Baby Food,Baby Food,691
Seychelles ,Snacks,Snacks,4546
Dominica,Cereal,Cereal,9989
Trinidad and Tobago,Beverages,Beverages,3431
Angola,Personal Care,Personal Care,8314
Kyrgyzstan,Snacks,Snacks,112
Comoros,Beverages,Beverages,1329
Hungary,Office Supplies,Office Supplies,6502
Bahrain,Vegetables,Vegetables,7199
Turkmenistan,Fruits,Fruits,7017
Cameroon,Baby Food,Baby Food,6588
Algeria,Snacks,Snacks,8571
Oman,Meat,Meat,2659
San Marino,Fruits,Fruits,576
Australia,Personal Care,Personal Care,1077
Macedonia,Meat,Meat,4948
Qatar,Vegetables,Vegetables,6
Switzerland,Cereal,Cereal,6100
Mauritania,Beverages,Beverages,110
Belize,Meat,Meat,946
Grenada,Baby Food,Baby Food,4552
Panama,Beverages,Beverages,8901
Guinea,Cosmetics,Cosmetics,8998
Brunei,Cosmetics,Cosmetics,1879
Ethiopia,Household,Household,1611
Tunisia ,Baby Food,Baby Food,4293
Lebanon,Personal Care,Personal Care,3056
Algeria,Household,Household,3059
Laos,Household,Household,6495
Guinea-Bissau,Meat,Meat,7588
Switzerland,Office Supplies,Office Supplies,7594
Lithuania,Fruits,Fruits,9797
Papua New Guinea,Cosmetics,Cosmetics,4516
Grenada,Household,Household,4099
Sri Lanka,Snacks,Snacks,7925
Egypt,Cosmetics,Cosmetics,7407
Seychelles ,Vegetables,Vegetables,986
Afghanistan,Snacks,Snacks,9137
Latvia,Cereal,Cereal,9363
Rwanda,Meat,Meat,1201
Vietnam,Meat,Meat,1219
Mauritania,Baby Food,Baby Food,8015
Kenya,Office Supplies,Office Supplies,7219
Sao Tome and Principe,Household,Household,6492
Qatar,Clothes,Clothes,526
Bhutan,Personal Care,Personal Care,6046
Botswana,Baby Food,Baby Food,6806
Dominica,Household,Household,8592
Vatican City,Office Supplies,Office Supplies,4221
Uzbekistan,Household,Household,8543
Russia,Baby Food,Baby Food,3436
Portugal,Snacks,Snacks,2813
Monaco,Household,Household,7615
Guatemala,Meat,Meat,817
Dominica,Clothes,Clothes,2423
South Sudan,Office Supplies,Office Supplies,4468
Germany,Household,Household,6022
Mauritius ,Vegetables,Vegetables,8182
Malta,Office Supplies,Office Supplies,9077
Somalia,Household,Household,8870
Comoros,Clothes,Clothes,4753
Israel,Office Supplies,Office Supplies,5949
Latvia,Fruits,Fruits,8713
New Zealand,Household,Household,1332
Togo,Cereal,Cereal,9122
Sri Lanka,Beverages,Beverages,9432
Togo,Office Supplies,Office Supplies,6642
Netherlands,Household,Household,7164
Cyprus,Beverages,Beverages,4440
Bangladesh,Baby Food,Baby Food,3943
Finland,Cosmetics,Cosmetics,8178
Nepal,Beverages,Beverages,1681
Kosovo,Office Supplies,Office Supplies,6020
Yemen,Baby Food,Baby Food,4794
Uzbekistan,Household,Household,8631
Cyprus,Household,Household,194
Switzerland,Clothes,Clothes,9175
Bosnia and Herzegovina,Cereal,Cereal,7297
Burundi,Cosmetics,Cosmetics,3316
Vatican City,Cosmetics,Cosmetics,8017
Myanmar,Fruits,Fruits,9217
Canada,Meat,Meat,6767
Kosovo,Baby Food,Baby Food,7544
Taiwan,Meat,Meat,461
Vatican City,Cereal,Cereal,1459
Finland,Office Supplies,Office Supplies,8514
Benin,Cosmetics,Cosmetics,6628
Sweden,Baby Food,Baby Food,2839
Somalia,Meat,Meat,1214
Algeria,Baby Food,Baby Food,7851
Zimbabwe,Cereal,Cereal,5881
Myanmar,Snacks,Snacks,464
Jamaica,Household,Household,3793
Greece,Household,Household,91
Mexico,Snacks,Snacks,614
Armenia,Fruits,Fruits,8647
Nepal,Snacks,Snacks,4509
Italy,Office Supplies,Office Supplies,547
Nauru,Clothes,Clothes,6141
Serbia,Office Supplies,Office Supplies,2703
North Korea,Fruits,Fruits,8675
Jamaica,Personal Care,Personal Care,4530
The Bahamas,Beverages,Beverages,7774
Singapore,Household,Household,7942
Uganda,Cereal,Cereal,1603
Serbia,Vegetables,Vegetables,7354
The Gambia,Household,Household,825
Antigua and Barbuda ,Cereal,Cereal,9678
South Korea,Personal Care,Personal Care,8605
Hungary,Baby Food,Baby Food,4330
Palau,Fruits,Fruits,607
Qatar,Beverages,Beverages,3223
Zimbabwe,Beverages,Beverages,4995
Cameroon,Household,Household,772
Cuba,Clothes,Clothes,2433
Mexico,Meat,Meat,3890
Swaziland,Vegetables,Vegetables,6085
Rwanda,Personal Care,Personal Care,1992
Cambodia,Office Supplies,Office Supplies,1615
Togo,Snacks,Snacks,6991
Italy,Cereal,Cereal,7187
Tunisia ,Baby Food,Baby Food,3302
Botswana,Meat,Meat,3465
Chad,Vegetables,Vegetables,7838
Malawi,Office Supplies,Office Supplies,3613
Bulgaria,Cosmetics,Cosmetics,14
New Zealand,Fruits,Fruits,3296
Hungary,Cosmetics,Cosmetics,1744
Antigua and Barbuda ,Office Supplies,Office Supplies,677
Moldova ,Cosmetics,Cosmetics,7442
Andorra,Beverages,Beverages,6421
Austria,Personal Care,Personal Care,4022
Kazakhstan,Office Supplies,Office Supplies,3691
Bhutan,Office Supplies,Office Supplies,898
Japan,Personal Care,Personal Care,8151
Sudan,Household,Household,9985
Burundi,Personal Care,Personal Care,7966
Portugal,Baby Food,Baby Food,5695
Saint Vincent and the Grenadines,Meat,Meat,3800
United States of America,Clothes,Clothes,4943
Sierra Leone,Cosmetics,Cosmetics,8817
Kuwait,Cereal,Cereal,7144
Ukraine,Baby Food,Baby Food,8680
Central African Republic,Baby Food,Baby Food,4211
Brunei,Office Supplies,Office Supplies,1554
Guatemala,Cereal,Cereal,558
Japan,Fruits,Fruits,8103
Djibouti,Household,Household,3100
Ukraine,Office Supplies,Office Supplies,1492
Taiwan,Cereal,Cereal,1251
Nicaragua,Office Supplies,Office Supplies,7383
Kyrgyzstan,Baby Food,Baby Food,6924
Madagascar,Meat,Meat,3941
Taiwan,Fruits,Fruits,4533
Cape Verde,Clothes,Clothes,1831
Myanmar,Cosmetics,Cosmetics,994
Syria,Beverages,Beverages,4215
Cambodia,Beverages,Beverages,5719
Panama,Meat,Meat,6759
Oman,Office Supplies,Office Supplies,623
Armenia,Clothes,Clothes,7627
Saudi Arabia,Fruits,Fruits,120
Sierra Leone,Snacks,Snacks,7482
Seychelles ,Beverages,Beverages,1123
Bosnia and Herzegovina,Vegetables,Vegetables,9488
Azerbaijan,Meat,Meat,3048
Lesotho,Baby Food,Baby Food,9310
Malta,Beverages,Beverages,7808
Cote d'Ivoire,Beverages,Beverages,5111
Morocco,Beverages,Beverages,9817
Malawi,Cosmetics,Cosmetics,7556
Croatia,Household,Household,5990
Marshall Islands,Personal Care,Personal Care,9809
Lesotho,Personal Care,Personal Care,5739
Czech Republic,Household,Household,7534
Fiji,Office Supplies,Office Supplies,980
Hungary,Household,Household,8894
Belgium,Snacks,Snacks,6126
The Gambia,Personal Care,Personal Care,4555
Cameroon,Fruits,Fruits,8092
Luxembourg,Fruits,Fruits,7679
Afghanistan,Snacks,Snacks,6291
Sweden,Fruits,Fruits,3932
Tonga,Meat,Meat,2638
Russia,Clothes,Clothes,1477
Ethiopia,Snacks,Snacks,1546
Solomon Islands,Clothes,Clothes,977
Saudi Arabia,Vegetables,Vegetables,9931
New Zealand,Cosmetics,Cosmetics,5598
Slovenia,Baby Food,Baby Food,7205
Cuba,Meat,Meat,1004
Niger,Beverages,Beverages,5282
Andorra,Beverages,Beverages,5358
Malawi,Household,Household,8578
Republic of the Congo,Personal Care,Personal Care,9324
Lebanon,Personal Care,Personal Care,4006
Niger,Cereal,Cereal,6066
Maldives,Beverages,Beverages,979
Madagascar,Cosmetics,Cosmetics,1250
Equatorial Guinea,Personal Care,Personal Care,1413
Indonesia,Baby Food,Baby Food,3037
Democratic Republic of the Congo,Cereal,Cereal,9721
Pakistan,Personal Care,Personal Care,2094
Rwanda,Baby Food,Baby Food,2817
Austria,Clothes,Clothes,1583
Afghanistan,Vegetables,Vegetables,115
Liechtenstein,Baby Food,Baby Food,7169
Fiji,Cereal,Cereal,3530
Vanuatu,Household,Household,7016
Gabon,Snacks,Snacks,7475
Eritrea,Clothes,Clothes,1788
Lithuania,Cereal,Cereal,8865
Belize,Beverages,Beverages,4649
Federated States of Micronesia,Beverages,Beverages,7113
Saint Vincent and the Grenadines,Snacks,Snacks,1262
Burkina Faso,Fruits,Fruits,4133
Luxembourg,Clothes,Clothes,9793
Vietnam,Household,Household,4341
Canada,Personal Care,Personal Care,906
Vietnam,Household,Household,4649
Fiji,Vegetables,Vegetables,7763
Equatorial Guinea,Office Supplies,Office Supplies,4472
Liberia,Fruits,Fruits,6030
Oman,Clothes,Clothes,5723
Canada,Snacks,Snacks,3870
Vietnam,Vegetables,Vegetables,2818
Niger,Cereal,Cereal,1947
Bosnia and Herzegovina,Personal Care,Personal Care,2669
Jamaica,Household,Household,3426
The Gambia,Household,Household,4692
Malaysia,Cosmetics,Cosmetics,3971
Mali,Office Supplies,Office Supplies,799
Guatemala,Beverages,Beverages,1745
Bangladesh,Personal Care,Personal Care,5406
Zambia,Snacks,Snacks,7413
Uzbekistan,Meat,Meat,5426
Tanzania,Clothes,Clothes,4138
Albania,Vegetables,Vegetables,273
Ethiopia,Fruits,Fruits,7585
Central African Republic,Baby Food,Baby Food,1862
Swaziland,Meat,Meat,5919
Papua New Guinea,Cosmetics,Cosmetics,4605
Vanuatu,Household,Household,9802
Tanzania,Cosmetics,Cosmetics,5419
Vanuatu,Vegetables,Vegetables,2399
Ukraine,Fruits,Fruits,3716
Kyrgyzstan,Fruits,Fruits,9374
Turkmenistan,Fruits,Fruits,1410
Honduras,Meat,Meat,8891
Bosnia and Herzegovina,Snacks,Snacks,2916
France,Fruits,Fruits,1615
Mozambique,Office Supplies,Office Supplies,5148
Iran,Cosmetics,Cosmetics,709
Eritrea,Cereal,Cereal,7520
Yemen,Beverages,Beverages,1837
Hungary,Beverages,Beverages,1945
South Korea,Personal Care,Personal Care,3163
Syria,Vegetables,Vegetables,2839
Oman,Office Supplies,Office Supplies,5352
Iran,Beverages,Beverages,7114
Burundi,Baby Food,Baby Food,1567
Libya,Household,Household,4185
Haiti,Baby Food,Baby Food,7473
Saint Vincent and the Grenadines,Household,Household,5967
Norway,Personal Care,Personal Care,1233
Kazakhstan,Office Supplies,Office Supplies,6872
Senegal,Snacks,Snacks,3513
Kuwait,Vegetables,Vegetables,3816
Guinea,Personal Care,Personal Care,7474
Azerbaijan,Household,Household,6212
Georgia,Fruits,Fruits,8783
Qatar,Vegetables,Vegetables,5974
Kazakhstan,Cosmetics,Cosmetics,5603
New Zealand,Snacks,Snacks,7517
Switzerland,Vegetables,Vegetables,8597
Afghanistan,Household,Household,7754
Burundi,Personal Care,Personal Care,931
Rwanda,Beverages,Beverages,6100
Equatorial Guinea,Office Supplies,Office Supplies,8267
Germany,Personal Care,Personal Care,4468
Nepal,Cereal,Cereal,8771
Qatar,Fruits,Fruits,7273
Monaco,Household,Household,3106
Yemen,Office Supplies,Office Supplies,1429
Burkina Faso,Beverages,Beverages,4436
Ukraine,Cereal,Cereal,6349
Bhutan,Fruits,Fruits,8425
Armenia,Fruits,Fruits,3949
Rwanda,Cosmetics,Cosmetics,3238
Sri Lanka,Personal Care,Personal Care,8641
South Africa,Meat,Meat,9538
Mali,Office Supplies,Office Supplies,7340
Bangladesh,Cosmetics,Cosmetics,489
Malta,Baby Food,Baby Food,9460
Malta,Personal Care,Personal Care,1757
Turkey,Cosmetics,Cosmetics,6915
Antigua and Barbuda ,Cereal,Cereal,1503
Senegal,Meat,Meat,4120
Malaysia,Household,Household,394
China,Meat,Meat,7987
Zambia,Cosmetics,Cosmetics,1592
Mauritania,Vegetables,Vegetables,7932
Qatar,Baby Food,Baby Food,762
Vatican City,Snacks,Snacks,5868
Romania,Personal Care,Personal Care,6068
Comoros,Clothes,Clothes,6210
Belarus,Beverages,Beverages,8174
Bahrain,Vegetables,Vegetables,5871
Saint Kitts and Nevis ,Household,Household,244
Marshall Islands,Beverages,Beverages,4265
Burkina Faso,Office Supplies,Office Supplies,7941
Finland,Fruits,Fruits,3308
Niger,Meat,Meat,9431
Australia,Baby Food,Baby Food,7411
Kenya,Beverages,Beverages,5377
San Marino,Clothes,Clothes,3491
Norway,Vegetables,Vegetables,8944
South Korea,Office Supplies,Office Supplies,960
Cambodia,Meat,Meat,5794
New Zealand,Baby Food,Baby Food,1733
Uganda,Meat,Meat,4094
Ethiopia,Cosmetics,Cosmetics,224
Lesotho,Office Supplies,Office Supplies,4505
Libya,Vegetables,Vegetables,3347
Dominican Republic,Cereal,Cereal,193
Liechtenstein,Personal Care,Personal Care,516
Spain,Baby Food,Baby Food,6821
Jamaica,Beverages,Beverages,3645
East Timor,Vegetables,Vegetables,2555
Moldova ,Beverages,Beverages,7148
The Bahamas,Vegetables,Vegetables,8056
Honduras,Baby Food,Baby Food,7940
Bulgaria,Meat,Meat,6491
Saudi Arabia,Fruits,Fruits,5433
Hungary,Household,Household,3522
Dominica,Clothes,Clothes,1543
Algeria,Snacks,Snacks,7314
Pakistan,Beverages,Beverages,684
Finland,Cosmetics,Cosmetics,8532
Federated States of Micronesia,Office Supplies,Office Supplies,9769
Seychelles ,Meat,Meat,338
Malawi,Cosmetics,Cosmetics,8212
Sudan,Fruits,Fruits,8397
Philippines,Cosmetics,Cosmetics,7928
Nigeria,Household,Household,873
Ireland,Cereal,Cereal,3331
Latvia,Beverages,Beverages,8431
Norway,Vegetables,Vegetables,1334
Slovakia,Household,Household,4233
Germany,Baby Food,Baby Food,1352
Austria,Meat,Meat,3945
Lithuania,Baby Food,Baby Food,5299
Pakistan,Household,Household,5731
Afghanistan,Cereal,Cereal,7589
Papua New Guinea,Cosmetics,Cosmetics,253
Iceland,Meat,Meat,5136
Netherlands,Snacks,Snacks,678
Afghanistan,Meat,Meat,7353
Niger,Cosmetics,Cosmetics,2668
Ghana,Baby Food,Baby Food,6156
Barbados,Office Supplies,Office Supplies,4387
Guinea,Personal Care,Personal Care,5958
Bosnia and Herzegovina,Household,Household,6500
Samoa ,Clothes,Clothes,3674
Solomon Islands,Clothes,Clothes,2171
Malta,Meat,Meat,8716
Guinea-Bissau,Baby Food,Baby Food,7064
Macedonia,Beverages,Beverages,3000
Sri Lanka,Snacks,Snacks,9342
Sweden,Meat,Meat,939
Trinidad and Tobago,Vegetables,Vegetables,9671
Slovenia,Household,Household,9448
France,Cereal,Cereal,1213
Monaco,Household,Household,7940
Germany,Snacks,Snacks,9634
Honduras,Office Supplies,Office Supplies,8330
Sri Lanka,Household,Household,3096
Grenada,Office Supplies,Office Supplies,5031
Andorra,Clothes,Clothes,2265
Jordan,Cosmetics,Cosmetics,4958
Liberia,Clothes,Clothes,304
Moldova ,Snacks,Snacks,7525
Namibia,Fruits,Fruits,2877
Honduras,Vegetables,Vegetables,4646
Mauritania,Personal Care,Personal Care,8149
Bulgaria,Fruits,Fruits,735
Luxembourg,Household,Household,6783
Bosnia and Herzegovina,Baby Food,Baby Food,2705
Barbados,Vegetables,Vegetables,1944
Trinidad and Tobago,Clothes,Clothes,9972
Montenegro,Cosmetics,Cosmetics,9295
Benin,Office Supplies,Office Supplies,4449
Romania,Vegetables,Vegetables,7001
South Sudan,Personal Care,Personal Care,550
Croatia,Beverages,Beverages,5725
Philippines,Clothes,Clothes,5189
Australia,Household,Household,8632
Iceland,Baby Food,Baby Food,7780
Netherlands,Cosmetics,Cosmetics,1386
Brunei,Vegetables,Vegetables,238
Czech Republic,Household,Household,2151
Antigua and Barbuda ,Fruits,Fruits,6976
Somalia,Fruits,Fruits,1591
Mauritania,Vegetables,Vegetables,4908
Philippines,Meat,Meat,2870
Mozambique,Personal Care,Personal Care,3449
Nepal,Cosmetics,Cosmetics,1652
Uganda,Beverages,Beverages,4513
Saint Lucia,Office Supplies,Office Supplies,6100
Dominican Republic,Cereal,Cereal,2513
Malta,Vegetables,Vegetables,6881
Cape Verde,Office Supplies,Office Supplies,4364
Greece,Personal Care,Personal Care,7156
United Arab Emirates,Baby Food,Baby Food,9480
Panama,Snacks,Snacks,2591
El Salvador,Beverages,Beverages,9774
Angola,Fruits,Fruits,1349
Somalia,Household,Household,9662
Thailand,Baby Food,Baby Food,4094
Bangladesh,Clothes,Clothes,6056
Nauru,Household,Household,3991
Kiribati,Fruits,Fruits,8372
Bulgaria,Beverages,Beverages,6703
Denmark,Cereal,Cereal,8522
Panama,Baby Food,Baby Food,396
Ethiopia,Snacks,Snacks,922
El Salvador,Beverages,Beverages,5731
Tonga,Cereal,Cereal,2485
Tajikistan,Meat,Meat,5875
Nepal,Snacks,Snacks,2625
Italy,Cosmetics,Cosmetics,6490
Hungary,Cereal,Cereal,3257
Mauritania,Vegetables,Vegetables,5741
Hungary,Office Supplies,Office Supplies,8793
Mongolia,Beverages,Beverages,4292
Swaziland,Fruits,Fruits,6150
Tajikistan,Clothes,Clothes,5308
Tonga,Household,Household,4740
Philippines,Vegetables,Vegetables,4451
Nauru,Clothes,Clothes,6477
Netherlands,Baby Food,Baby Food,9886
France,Baby Food,Baby Food,5776
Niger,Clothes,Clothes,2277
Papua New Guinea,Snacks,Snacks,9551
Kuwait,Vegetables,Vegetables,4789
Seychelles ,Meat,Meat,7216
Chad,Fruits,Fruits,3085
Estonia,Snacks,Snacks,684
Kenya,Snacks,Snacks,5329
Kiribati,Office Supplies,Office Supplies,4370
Singapore,Cereal,Cereal,2186
Romania,Snacks,Snacks,5189
Grenada,Snacks,Snacks,6820
Samoa ,Baby Food,Baby Food,2553
Norway,Meat,Meat,4893
Ghana,Baby Food,Baby Food,8377
Malaysia,Meat,Meat,4572
Italy,Meat,Meat,7076
Vietnam,Clothes,Clothes,6519
Saint Kitts and Nevis ,Clothes,Clothes,5562
Dominica,Cereal,Cereal,3899
Costa Rica,Baby Food,Baby Food,3251
Dominica,Baby Food,Baby Food,2375
Slovenia,Cosmetics,Cosmetics,2057
Barbados,Clothes,Clothes,113
Federated States of Micronesia,Snacks,Snacks,6392
Jordan,Office Supplies,Office Supplies,7775
Equatorial Guinea,Office Supplies,Office Supplies,3173
Liechtenstein,Clothes,Clothes,8527
Zambia,Cosmetics,Cosmetics,1811
Greece,Vegetables,Vegetables,8031
Guinea,Snacks,Snacks,4223
Switzerland,Office Supplies,Office Supplies,4453
Sierra Leone,Fruits,Fruits,4821
Switzerland,Beverages,Beverages,8456
Bhutan,Household,Household,519
Belarus,Clothes,Clothes,3204
Qatar,Fruits,Fruits,733
Japan,Office Supplies,Office Supplies,4361
Rwanda,Baby Food,Baby Food,7375
Bahrain,Cosmetics,Cosmetics,92
Liechtenstein,Meat,Meat,4860
France,Baby Food,Baby Food,1060
Cape Verde,Cosmetics,Cosmetics,102
United Kingdom,Clothes,Clothes,429
Lesotho,Cereal,Cereal,2515
Sao Tome and Principe,Beverages,Beverages,3864
Palau,Vegetables,Vegetables,4013
Guinea,Clothes,Clothes,9529
Liberia,Vegetables,Vegetables,9011
Nauru,Vegetables,Vegetables,8088
Kyrgyzstan,Household,Household,4421
Cyprus,Office Supplies,Office Supplies,2704
Mozambique,Office Supplies,Office Supplies,9659
South Korea,Personal Care,Personal Care,9042
Italy,Meat,Meat,6638
Cuba,Baby Food,Baby Food,5266
Belarus,Meat,Meat,9773
Belize,Clothes,Clothes,2039
France,Beverages,Beverages,5977
Nauru,Personal Care,Personal Care,2527
Grenada,Beverages,Beverages,4664
Togo,Cosmetics,Cosmetics,2393
Georgia,Fruits,Fruits,7749
Rwanda,Personal Care,Personal Care,9801
Algeria,Clothes,Clothes,9646
Poland,Beverages,Beverages,5415
Mali,Clothes,Clothes,7269
Angola,Baby Food,Baby Food,2399
Greece,Vegetables,Vegetables,31
Saint Kitts and Nevis ,Office Supplies,Office Supplies,6418
Taiwan,Meat,Meat,9847
Mauritania,Fruits,Fruits,5635
Nicaragua,Snacks,Snacks,1131
Senegal,Household,Household,714
Cameroon,Snacks,Snacks,797
Central African Republic,Office Supplies,Office Supplies,4820
Germany,Meat,Meat,8259
United Kingdom,Cereal,Cereal,3617
Fiji,Snacks,Snacks,5431
Equatorial Guinea,Snacks,Snacks,5268
New Zealand,Meat,Meat,6727
India,Clothes,Clothes,438
Syria,Beverages,Beverages,9061
Cyprus,Personal Care,Personal Care,2290
Nigeria,Cereal,Cereal,1848
Liberia,Beverages,Beverages,6489
Japan,Cereal,Cereal,7001
Seychelles ,Baby Food,Baby Food,1200
Liechtenstein,Meat,Meat,8934
Morocco,Snacks,Snacks,7085
Cote d'Ivoire,Clothes,Clothes,4562
Guinea,Fruits,Fruits,7309
South Korea,Beverages,Beverages,3298
Central African Republic,Household,Household,7536
Central African Republic,Baby Food,Baby Food,7057
Montenegro,Meat,Meat,5930
Libya,Personal Care,Personal Care,253
Benin,Clothes,Clothes,3156
Iceland,Cereal,Cereal,9799
Belarus,Cereal,Cereal,2376
United Arab Emirates,Clothes,Clothes,5110
Sweden,Cosmetics,Cosmetics,9256
Azerbaijan,Vegetables,Vegetables,8100
Cote d'Ivoire,Cosmetics,Cosmetics,1960
Honduras,Meat,Meat,3183
Panama,Cosmetics,Cosmetics,1150
Norway,Clothes,Clothes,7273
Afghanistan,Baby Food,Baby Food,9993
Central African Republic,Cosmetics,Cosmetics,9784
Norway,Baby Food,Baby Food,4150
Angola,Clothes,Clothes,2629
Palau,Household,Household,1788
Tanzania,Baby Food,Baby Food,224
Hungary,Beverages,Beverages,3569
Kuwait,Office Supplies,Office Supplies,9483
Dominica,Personal Care,Personal Care,2658
Honduras,Cosmetics,Cosmetics,9818
Liberia,Cereal,Cereal,4718
Portugal,Cereal,Cereal,3145
Lithuania,Snacks,Snacks,7915
Andorra,Snacks,Snacks,3877
Tajikistan,Clothes,Clothes,2911
Sierra Leone,Snacks,Snacks,8929
Rwanda,Household,Household,2872
Andorra,Fruits,Fruits,7714
Guinea,Cereal,Cereal,3460
Mauritania,Baby Food,Baby Food,2147
Bosnia and Herzegovina,Fruits,Fruits,2841
China,Clothes,Clothes,6641
Uzbekistan,Vegetables,Vegetables,1677
Comoros,Clothes,Clothes,8111
Jordan,Baby Food,Baby Food,3134
Australia,Vegetables,Vegetables,5971
Saint Kitts and Nevis ,Clothes,Clothes,2876
Palau,Office Supplies,Office Supplies,2135
Uganda,Beverages,Beverages,9065
Ireland,Office Supplies,Office Supplies,1016
Botswana,Meat,Meat,2368
Samoa ,Baby Food,Baby Food,9530
Seychelles ,Fruits,Fruits,5946
Malawi,Cosmetics,Cosmetics,7090
Saint Vincent and the Grenadines,Snacks,Snacks,5465
Azerbaijan,Beverages,Beverages,5609
Portugal,Vegetables,Vegetables,9089
El Salvador,Clothes,Clothes,9503
Samoa ,Beverages,Beverages,7481
Zimbabwe,Fruits,Fruits,5685
Taiwan,Vegetables,Vegetables,3807
Bahrain,Office Supplies,Office Supplies,3569
South Korea,Cereal,Cereal,3729
Saint Vincent and the Grenadines,Fruits,Fruits,5070
Pakistan,Office Supplies,Office Supplies,5411
Australia,Office Supplies,Office Supplies,4601
Belarus,Office Supplies,Office Supplies,9519
Guinea-Bissau,Fruits,Fruits,9077
Kuwait,Snacks,Snacks,9216
Yemen,Beverages,Beverages,7911
Philippines,Fruits,Fruits,166
Cape Verde,Vegetables,Vegetables,3017
Monaco,Snacks,Snacks,533
Guatemala,Cosmetics,Cosmetics,8810
South Sudan,Clothes,Clothes,981
Mali,Clothes,Clothes,2204
Georgia,Personal Care,Personal Care,4674
Georgia,Vegetables,Vegetables,2613
Indonesia,Cereal,Cereal,7277
Canada,Clothes,Clothes,1951
Georgia,Office Supplies,Office Supplies,6953
Uganda,Household,Household,4631
Solomon Islands,Personal Care,Personal Care,4366
Yemen,Personal Care,Personal Care,7568
Nigeria,Office Supplies,Office Supplies,2681
Botswana,Meat,Meat,177
Taiwan,Vegetables,Vegetables,7561
Macedonia,Vegetables,Vegetables,4370
Pakistan,Snacks,Snacks,7171
Kyrgyzstan,Snacks,Snacks,4563
Rwanda,Clothes,Clothes,2175
Latvia,Vegetables,Vegetables,7669
Zambia,Beverages,Beverages,5737
San Marino,Cereal,Cereal,3102
Dominica,Snacks,Snacks,3520
